,MR,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem
386,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""22"",day=""26"",month=""2"",year=""2021"") [HISTORY] No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.","  Ao todo, no dia 26 de fevereiro de 2 mil e vinte, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 22 focos de queimadas no território brasileiro. ",,,,,,,
387,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.84"",city=""Sao Francisco do Guapore"",daily_accumulation=""5"",day=""25"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 25 de setembro de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 1,84 km2 em Sao Francisco do Guapore / Rondônia, que acumula 5 dias com alertas no mês.",,,,,,,
388,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9550301"") [SEP] TOTAL_DEATHS(deaths=""232248"") [HISTORY] [PARAGRAPH]",O Brasil alcança 9.555.301 casos confirmados e 242.248 mortes por #COVID19.,,,,,,,
389,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""3.28"",city=""Novo Repartimento"",daily_accumulation=""10"",day=""16"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 16 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 3,28 km2 em Novo Repartimento / Pará, acumulando 10 dias com alertas no mês na região.",,,,,,,
390,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",,,,,,,
391,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""8.37"",city=""Nova Mamore"",daily_accumulation=""8"",day=""1"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""13.79"",city=""Nova Mamore"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do INPE alertou o desmatamento de 8,37 km2 no município de Nova Mamore / Rondônia no dia 1 de setembro de 2020 - Nova Mamore já teve alertas de desmatamento em 8 dias desse mês, totalizando 13,79 km2 de desmatamento.",,,,,,,
392,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""5"",day=""25"",month=""12"",year=""2020"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 25 de dezembro de 2020, CERRO AZUL / PARANÁ, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 2 focos de incêndio no dia.","No dia, Mata Atlântica teve 5 focos de queimadas e foi o bioma mais atingido.",,,,,,,
393,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""322.91"",location=""deter-amz"",month=""4"",year=""2021"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais (INPE) informou que foram desmatados 32,91 km2 da Amazônia legal, em abril de 2021, um crescimento de 4,21% de floresta em relação ao dia anterior.",,,,,,,
394,"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]",O Brasil chega a 923.016 casos e contabiliza 227.143 mortes pela doença.,,,,,,,
395,"[COVID19] [INTENTS] TOTAL_CASES(cases=""5911758"") [SEP] TOTAL_DEATHS(deaths=""166743"") [HISTORY] [PARAGRAPH]",O Brasil alcança 5.411.658 casos confirmados e 176.742 mortes por #COVID19.,,,,,,,
396,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""0.56"",city=""Jacareacanga"",daily_accumulation=""7"",day=""7"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  No dia 7 de junho de 2020, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 0,56 km² em Jacareacanga / Pará, que acumula 7 dias com alertas no mês. ",,,,,,,
397,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Novo Progresso"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi mineração, devido à ação de garimpos na floresta. ",,,,,,,
398,"[COVID19] [INTENTS] TOTAL_DEATHS(deaths=""185687"") [HISTORY] O Brasil registra 52.385 novos casos de #COVID19, somando 7.163.912 casos no total e aumento de 0,74% em relação ao dia anterior.",O país chega à marca de 185.687 mortes por #COVID19.,,,,,,,
399,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.74"") [SEP] NEW_CASES(cases=""52385"",highest=""False"") [SEP] TOTAL_CASES(cases=""7163912"") [HISTORY] [PARAGRAPH]","O Brasil registra 52.585 novos casos de #COVID19, somando 7.163.312 casos no total e alta de 0,74% em relação ao dia anterior.",,,,,,,
400,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""43"",day=""4"",month=""1"",year=""2021"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 44 focos de queimadas no território brasileiro.",,,,,,,
401,"[COVID19] [INTENTS] NEW_CASES(cases=""82558"",highest=""False"") [SEP] TOTAL_CASES(cases=""12407323"") [HISTORY] O Brasil observa alta de 0,67% num dia na quantidade de casos de #COVID19.","  Com 8.25558 novos casos, o país chega a 12.403.723 infectados pela doença. ",,,,,,,
402,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Juruti"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
403,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""177.84"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","O Pará foi o estado que mais teve desmatamento (177,84 km2).",,,,,,,
404,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Juruti"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
405,"[DEFORESTATION_MONTH] [INTENTS] LAST_MONTH_VARIATION_DEFORESTATION(location=""deter-amz"",month=""7"",variation=""59.05"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.","Comparado com o mês anterior, o desmatamento aumentou 59,05 km2 de área desmatada.",,,,,,,
406,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""12"",day=""26"",month=""2"",year=""2021"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2021, VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndio no dia.","No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.",,,,,,,
407,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""1578.87"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","Com um total de 1578.87 km2, o desmatamento com solo exposto, deixando a terra sem vegetação, foi o principal tipo de desmatamento.",,,,,,,
408,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""4.71"",city=""Apui"",daily_accumulation=""11"",day=""7"",location=""deter-amz"",month=""8"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 7 de agosto de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) registrou alertas de desmatamento somando 4,71 km2 em Apui / Amazonas, que acumula 11 dias com alertas no mês.",,,,,,,
409,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.65"") [SEP] NEW_CASES(cases=""58691"",highest=""False"") [SEP] TOTAL_CASES(cases=""9119477"") [HISTORY] [PARAGRAPH]","  O Brasil registra 51.891 novos casos de #COVID19, somando 1.919.785 casos no total e alta de 0,65% em relação ao dia anterior. ",,,,,,,
410,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""116.33"",city=""Labrea"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] No mês, Pará foi o estado que mais teve desmatamento (685,97 km²).","  O município que teve mais desmatamento no mês foi Labrea / Amazonas (116,33 km²). ",,,,,,,
411,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""116.33"",city=""Labrea"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] No mês, Pará foi o estado que mais teve desmatamento (685,97 km²).","O município que teve 116,33 km2 de desmatamento em julho.",,,,,,,
412,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.69"",city=""Sao Felix do Araguaia"",daily_accumulation=""4"",day=""19"",location=""deter-amz"",month=""8"",state=""MT"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais relatou alerta de desmatamento em Sao Felix do Araguaia / Mato Grosso, no dia 19 de agosto de 2020, somando 2,69 km2, e a região acumulou 4 dias com alertas no mês.",,,,,,,
413,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""80"",day=""11"",month=""2"",year=""2021"") [HISTORY] CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",A Amazônia teve 80 focos de queimadas e foi o bioma mais atingido.,,,,,,,
414,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""685.97"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","O Pará foi o estado que mais teve desmatamento (675,97 km2).",,,,,,,
415,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""345"",day=""12"",month=""11"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 345 focos de queimadas no território brasileiro.",,,,,,,
416,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""42"",day=""16"",month=""3"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.",  Mata Atlântica teve 42 focos de queimadas e foi o bioma mais atingido. ,,,,,,,
417,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",city=""CANARANA"",day=""11"",month=""2"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.","  CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia. ",,,,,,,
418,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""51.07"",city=""Altamira"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².","  O município de Altamira / Pará soma 52,07 km² desmatar no mês de abril de 2021. ",,,,,,,
419,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",city=""CANARANA"",day=""11"",month=""2"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.","CANRANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",,,,,,,
420,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""51.07"",city=""Altamira"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².","Altamira foi o município mais afetado, com 510,07 km2 de área desmatada.",,,,,,,
421,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""3"",city=""VALENÇA"",day=""26"",month=""2"",state=""BAHIA"",year=""2021"") [HISTORY] [PARAGRAPH]","Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de fevereiro de 2021,VALENÇA / BAHIA, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 3 focos de incêndios no dia.",,,,,,,
422,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""1578.87"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de 59,05%.","  O principal tipo foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
423,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.67"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""1.06"") [HISTORY] Com 3.647 novos óbitos, o país chega a marca de 348.934 mortos.","  O país registra alta diária de 0,67 por cento na quantidade de casos e de 1,06 por cento na quantidade de óbitos por #COVID19. ",,,,,,,
424,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Manicore"",location=""deter-amz"",month=""7"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de desmatamento foi o desmatamento com solo exposto, que retira toda a vegetação da floresta.",,,,,,,
425,"[DEFORESTATION_MONTH] [INTENTS] CAUSE(area=""312.44"",cause=""DESMATAMENTO_CR"",location=""deter-amz"",month=""4"",year=""2021"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 322,91 km² foram desmatados na Amazônia Legal, em abril de 2021.","A principal causa dos alertas de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação.",,,,,,,
426,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""11"",city=""FELIZ NATAL"",day=""26"",month=""11"",state=""MATO GROSSO"",year=""2020"") [HISTORY] [PARAGRAPH]","  Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 26 de novembro de 2020, FELIZ NATAL / MATO GROSSO, localizada na Amazônia, foi a cidade mais atingida por focos de queimadas, acumulando 11 focos de incêndio no dia. ",,,,,,,
427,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pampa"",cases=""5"",city=""PIRATINI"",day=""16"",month=""3"",state=""RIO GRANDE DO SUL"",year=""2021"") [HISTORY] Comparado ao mês anterior, o desmatamento teve aumento de VARIATION_1.","PIRATINI / RIO GRANDE DO SUL, localizada no bioma Pampa, foi a cidade mais atingida, acumulando 5 focos de incêndio.",,,,,,,
428,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""12"",city=""CORUMBÁ"",day=""25"",month=""10"",state=""MATO GROSSO DO SUL"",year=""2020"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 214 focos de queimadas no território brasileiro.","  CORUMBÁ / MATO GROSSO DO SUL, no bioma Pantanal, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia. ",,,,,,,
429,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",city=""CANARANA"",day=""11"",month=""2"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.","CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",,,,,,,
430,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
431,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""3"",city=""VALENÇA"",day=""26"",month=""2"",state=""BAHIA"",year=""2021"") [HISTORY] [PARAGRAPH]","  Segundo dados do Instituto Nacional de Pesquisas Espaciais(INPE) sobre queimadas no território brasileiro, hoje (26 de fevereiro), Mata Atlântica registrou 3 focos de queimadas e foi o bioma mais atingido. ",,,,,,,
432,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.74"") [SEP] NEW_CASES(cases=""52385"",highest=""False"") [SEP] TOTAL_CASES(cases=""7163912"") [HISTORY] [PARAGRAPH]","  O Brasil registra cinquenta e dois mil duzentos e oitenta e cinco novos casos de #COVID19, somando sete milhões cento e sessenta e três mil trezentos e doze casos no total e crescimento de 0,74 por cento em relação ao dia anterior. ",,,,,,,
433,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""64"",day=""25"",month=""3"",year=""2021"") [HISTORY] [PARAGRAPH]","  O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 64 focos de queimadas no território brasileiro. ",,,,,,,
434,"[COVID19] [INTENTS] TOTAL_CASES(cases=""1370488"") [SEP] TOTAL_DEATHS(deaths=""58385"") [HISTORY] [PARAGRAPH]",O Brasil soma treze milhões setecentos e oitenta e quatro mil oitocentos e oitenta e oito casos de #COVID19 e 58.385 mortes ocasionadas pelo vírus.,,,,,,,
435,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""4.71"",city=""Apui"",daily_accumulation=""11"",day=""7"",location=""deter-amz"",month=""8"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais relatou alerta de desmatamento em Apui / Amazonas, no dia 7 de agosto de dois mil e vinte, somando quatro vírgula 7 um km2, e a região acumulou 11 dias com alertas no mês.",,,,,,,
436,"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""42"",day=""16"",month=""3"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.","  No dia, Mata Atlântica teve 42 focos de queimadas e foi o bioma mais atingido. ",,,,,,,
437,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""9.08"",city=""Uruara"",daily_accumulation=""5"",day=""8"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","Em 8 de junho de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) reportou avisos de desmatamento somando 9,08 km2 em Uruara / Pará, que acumulou 5 dias de alertas.",,,,,,,
438,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",city=""CANARANA"",day=""11"",month=""2"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.","  CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia. ",,,,,,,
439,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""64"",day=""25"",month=""3"",year=""2021"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 64 focos de queimadas no território brasileiro.",,,,,,,
440,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""20"",city=""MOJU"",day=""16"",month=""11"",state=""PARÁ"",year=""2020"") [HISTORY] O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 328 focos de queimadas no território brasileiro.","MOJU / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 20 focos de incêndio no dia.",,,,,,,
441,"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""64"",day=""25"",month=""3"",year=""2021"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 64 focos de queimadas no território brasileiro.",,,,,,,
442,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO"",year=""2020"") [HISTORY] [PARAGRAPH]","  O principal motivo do alerta diário gerado pelo Instituto para a ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação. ",,,,,,,
443,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""1.84"",city=""Sao Francisco do Guapore"",daily_accumulation=""5"",day=""25"",location=""deter-amz"",month=""9"",state=""RO"",year=""2020"") [HISTORY] [PARAGRAPH]","  No dia 25 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 1,84 km² em Sao Francisco do Guapore / Rondônia, acumulando 5 dias com alertas no mês na região. ",,,,,,,
444,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""21.75"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","A Unidade de Conservação onde teve mais desmatamento foi a FLORESTA NACIONAL DO JAMANXIM / Pará (21,75 km2).",,,,,,,
445,"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","O principal tipo de degradação que gerou o alerta para Altamira / Pará foi o desmatamento com solo exposto, que deixa a floresta sem nenhuma vegetação.",,,,,,,
446,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""72.67"",city=""Altamira"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Altamira / Pará foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","Altamira acumula 72,67 km2 de desmatamento em agosto.",,,,,,,
447,"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""21.75"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","  A Unidade de Conservação onde teve mais desmatamento foi a FLORESTA NACIONAL DO JAMANXIM/PA (21,75 km²). ",,,,,,,
448,"[COVID19] [INTENTS] TOTAL_DEATHS(deaths=""185687"") [HISTORY] O Brasil registra 52.385 novos casos de #COVID19, somando 7.163.912 casos no total e aumento de 0,74% em relação ao dia anterior.",O país chega à marca de 185.687 mortes por #COVID19.,,,,,,,
449,"[COVID19] [INTENTS] TOTAL_CASES(cases=""1370488"") [SEP] TOTAL_DEATHS(deaths=""58385"") [HISTORY] [PARAGRAPH]",O Brasil alcança 1.370.485 casos confirmados e 58.285 mortes por #COVID19.,,,,,,,
450,"[COVID19] [INTENTS] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""4.52"") [SEP] NEW_DEATHS(deaths=""1156"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""26754"") [HISTORY] O Brasil chega ao total de 438.238 casos de #COVID19, com recorde de 26.417 novos casos nas últimas 24 horas.","Com 1.156 novas mortes, o país soma duzentos e seis mil setecentos e cinquenta e quatro óbitos pelo vírus.",,,,,,,
451,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""2"",city=""PEDRO GOMES"",day=""27"",month=""2"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 21 focos de queimadas no território brasileiro.","FELIZ NATAL / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",,,,,,,
452,"[COVID19] [INTENTS] TOTAL_CASES(cases=""850796"") [SEP] TOTAL_DEATHS(deaths=""42791"") [HISTORY] [PARAGRAPH]","São registrados, no total, 4279 mortes e 85.796 casos de #COVID19 no Brasil.",,,,,,,
453,"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Cerrado"",cases=""2"",city=""PEDRO GOMES"",day=""27"",month=""2"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 21 focos de queimadas no território brasileiro.","  PDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia. ",,,,,,,
454,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""9.08"",city=""Uruara"",daily_accumulation=""5"",day=""8"",location=""deter-amz"",month=""6"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 8 de junho de dois mil e vinte, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 9,08 km2 em Uruara / Pará, acumulando 5 dias com alertas no mês na região.",,,,,,,
455,"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.67"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""1.06"") [HISTORY] Com 3.647 novos óbitos, o país chega a marca de 348.934 mortos.","  O país registra alta diária de 0,67% na quantidade de casos e de 1,06% na quantidade de óbitos por #COVID19. ",,,,,,,
456,"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""11.79"",city=""Altamira"",daily_accumulation=""11"",day=""21"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""108.39"",city=""Altamira"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","O monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) alertou o desmatamento de 11,79 km2 no município de Altamira / Pará no dia 21 de julho de dois mil e vinte - Altamira já teve alertas de desmatamento em 11 dias desse mês, totalizando 108,39 km2 de desmatamento.",,,,,,,
457,"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""21.51"",city=""Ruropolis"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] No dia 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 7,54 km² em Ruropolis / Pará, acumulando 9 dias com alertas no mês na região.","No mês de setembro já foram desmatados 21,51 km2 de floresta em Ruropolis.",,,,,,,
