MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,DÚVIDAS/obs
"name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is a pub and Indian food pub located in the riverside area near the Raja Indian Cuisine. It is not family friendly.,"The Indian pub, The Wrestlers, is located in the riverside area near Raja Indian Cuisine. It is not family friendly.",n,n,n,n,n,n,s,Indian pub vs Indian food pub
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","The Punter, near Express by Holiday Inn is an Italian restaurant with a price range of £20-25, and was given a high customer rating but is not kid-friendly.","The Punter, near Express by Holiday Inn is an Italian restaurant with a price range of £20-25, and was given a high customer rating but is not kid-friendly.",n,n,n,n,n,n,n,
"name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]","Cocum, a pub with a low customer rating, is near Café Sicilia.",Cocum is a pub near Café Sicilia with a low customer rating.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]","Blue Spice, located near Rainbow Vegetarian Café in the city centre, is a pub that also sells Chinese food. Children should not visit.",Blue Spice is a pub that serves Chinese food in the city centre near Rainbow Vegetarian Café. It is not family friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",There is a 5 out of 5 customer rated child friendly coffee shop located near a Crowne Plaza Hotel called The Cricketers.,The Cricketers is a coffee shop located near Crowne Plaza Hotel. It is family friendly and has a 5 out of 5 customer rating.,n,n,n,n,n,n,n,
"name[Cotto], eatType[pub], near[The Bakers]",next to The Bakers resides a pub by the name of Cotto.,next to The Bakers resides a pub by the name of Cotto.,n,n,n,n,n,n,s,resides
"name[Wildwood], eatType[pub], area[riverside]",A pub named Wildwood is located at the riverside.,A pub named Wildwood is located at the riverside.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Wildwood is a pub located in riverside area near Raja Indian Cuisine. It serves Italian food and It is not family-friendly.,Wildwood is an Italian pub located in the riverside area near Raja Indian Cuisine. It is not family-friendly.,n,n,n,n,n,n,n,
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]",The Strada is a pub near All Bar One that has a customer rating of 1 out of 5.,The Strada is a pub near All Bar One that has a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[yes], near[Café Sicilia]",A children friendly restaurant near Café Sicilia with an average customer rating is named The Cricketers.,A children friendly restaurant near Café Sicilia with an average customer rating is named The Cricketers.,n,n,n,n,n,n,n,
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","There is a fast food, restaurant located near Raja Indian Cuisine in Riverside called The Phoenix. The restaurant is in the higher price range and is children friendly.",The Wrestlers is a high priced fast food restaurant in the riverside area near Raja Indian Cuisine. It is children friendly.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The pub, Giraffe also serves French food. It is located near Raja Indian Cuisine in the city centre, and is not family-friendly.",Giraffe is a French pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]","Blue Spice, located near Rainbow Vegetarian Café in the city centre, is a pub that also sells Chinese food. Children should not visit.","Blue Spice, located near Rainbow Vegetarian Café in the city centre, is a pub that also sells Chinese food. Children should not visit.",n,n,n,n,n,n,s,also
"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Vaults is a family friendly pub in the low price range serving French food, situated near Raja Indian Cuisine",The Vaults is a family friendly pub located near Raja Indian Cuisine in the riverside area. It serves French food for less than £20.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The kid friendly fast food pub in the riverside area near The Raja Indian Cuisine is called Giraffe,The kid friendly fast food pub in the riverside area near The Raja Indian Cuisine is called Giraffe,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]",The Cricketers is a kid-friendly restaurant with a customer rating of 3 out of 5. It is located near Avalon.,The Cricketers is a children friendly restaurant near the Ranch. It has a customer rating of 3 out of 5.,n,s,n,n,n,n,n,
"name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Punter is a moderately priced kid friendly Chinese pub in they city centre near Raja Indian Cuisine.,The Punter is a moderately priced kid friendly Chinese pub in they city centre near Raja Indian Cuisine.,n,n,n,n,n,n,s,they -- > the
"name[Strada], eatType[coffee shop], area[city centre]",There is a coffee shop in the city centre called the Strada.,Strada is a coffee shop located in the city centre. It has a high customer rating.,n,n,n,n,n,n,n,
"name[Cocum], eatType[coffee shop], customer rating[high], near[Burger King]",Near Burger King there is a highly rated coffee shop named Cocum.,Near Burger King there is a highly rated coffee shop named Cocum.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Children friendly restaurant Giraffe that serves French food can be found at riverside near Raja Indian Cuisine.,Giraffe is a kid friendly French restaurant in the riverside area near Raja Indian Cuisine.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]",A kid friendly restaurant is located near Express by Holiday Inn. It's called The Cricketers and is highly rated.,A kid friendly restaurant is located near Express by Holiday Inn. It's called The Cricketers and is highly rated.,n,n,n,n,n,n,n,
"name[Cocum], eatType[coffee shop], near[The Sorrento]",Cocum is a coffee shop by The Sorrento.,Cocum is a coffee shop near The Sorrento.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The pub Blue Spice is based near Crowne Plaza Hotel and has a high customer rating of 5 out of 5.,Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,n,n,n,n,n,n,n,
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman, sited near Raja Indian Cuisine, Luton, is a family-friendly pub serving Italian food at mid-range prices.","The Waterman, sited near Raja Indian Cuisine, Luton, is a family-friendly pub serving Italian food at mid-range prices.",n,n,n,n,s,n,n,Luton
"name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Mill is a family friendly mid price range restaurant located near Raja Indian Cuisine.,The Mill is a moderately priced restaurant located near Raja Indian Cuisine in the riverside area. It is kid friendly and serves English food.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Avalon]",The Cricketers is a kid-friendly coffee shop with a customer rating of 3 out of 5. It is located near Avalon.,The Cricketers is a coffee shop located near Avalon. It is kid friendly and has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","In the high price range, The Vaults is a child friendly restaurant serving Indian food in city centre near Raja Indian Cuisine.",The Vaults is a high priced Indian restaurant in the city centre near Raja Indian Cuisine. It is child friendly.,n,n,n,nn,n,n,n,
"name[Green Man], eatType[pub], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a pub near All Bar One with a customer rating of 3 out of 5 stars.",Green Man is a pub near All Bar One with a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The kid friendly fast food pub in the riverside area near The Raja Indian Cuisine is called Giraffe,Giraffe is a pub that serves fast food near Raja Indian Cuisine in the riverside area. It is kid friendly.,n,n,n,n,n,n,n,
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]","A pub that is not kid friendly is located in the riverside area near Crowne Plaza Hotel. It is named The Phoenix,has French food and price range of£20-£30 and a high customer rating.",The Phoenix is a French pub located in the riverside area near Crowne Plaza Hotel. It has a high customer rating and a price range of £20-25. It is not kid friendly.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Burger King]",Burger King is near the coffee shop Blue Spice which has an average customer rating.,Burger King is near the coffee shop Blue Spice which has an average customer rating.,n,n,n,n,n,n,s,Tema é Burger King
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",There's a non family friendly Indian pub called The Waterman near Raja Indian Cuisine in the city center for less than £20.,The Waterman is a pub that serves Indian food in the city centre near Raja Indian Cuisine. It is not family friendly and has a price range of less than £20.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]",The Cricketers is a cheap English restaurant near Café Rouge that is family-friendly in the city centre with a 5out of 5 customer rating.,The Cricketers is a cheap English restaurant near Café Rouge that is family-friendly in the city centre with a 5out of 5 customer rating.,n,n,n,n,n,n,n,
"name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]",Near Burger King is a highly rated coffee shop called Zizzi.,Zizzi is a coffee shop near Burger King with a high customer rating.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The pub, Giraffe also serves French food. It is located near Raja Indian Cuisine in the city centre, and is not family-friendly.",The Wrestlers is a French pub located in the city centre near the Raja Indian Cuisine. It is not family - friendly.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[coffee shop], near[The Bakers]",A coffee shop named Giraffe is near The Bakers.,Giraffe is a coffee shop near The Bakers. It has a high price range.,n,n,n,n,s,n,n,high price range
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is a pub that serves English food. It is located near Rainbow Vegetarian Café is the city centre area. It is also a pub. It is not family-friendly.,Blue Spice is a pub located in the city centre near Rainbow Vegetarian Café. It serves English food and is not family-friendly.,n,n,nn,n,n,n,n,
"name[Giraffe], eatType[coffee shop], near[The Rice Boat]",Near The Rice Boat you can visit coffee shop called Giraffe.,Giraffe is a coffee shop near The Rice Boat.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Vaults is a children-friendly pub that serves French food and is found in the riverside area near Raja Indian Cuisine. The price range is more than £30.,The Vaults is a children-friendly pub that serves French food and is found in the riverside area near Raja Indian Cuisine. The price range is more than £30.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], area[riverside]",There is a pub Blue Spice in the riverside area.,Blue Spice is a pub in the riverside area.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[coffee shop], customer rating[average], near[Burger King]",Burger King is near the coffee shop Blue Spice which has an average customer rating.,Blue Spice is a coffee shop near Burger King with an average customer rating.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","Serving Japanese food in it's pub, The Vaults, is not family-friendly. It has a price range of less than £20 and an average customer rating. and is located in the riverside area near Raja Indian Cuisine.",The Vaults is a Japanese pub located in the riverside area near the Raja Indian Cuisine. It is not family - friendly and has an average customer rating.,n,n,n,s,n,n,n,faltou less than 20
"name[Zizzi], eatType[coffee shop], area[riverside]",The Zizzi is a coffee shop along the river.,Zizzi is a coffee shop in the riverside area.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers serves Japanese food, and is situated near Raja Indian Cuisine, in the riverside area. It is a kid friendly pub with a price range of £20 - £25.",The Wrestlers is a kid friendly pub near Raja Indian Cuisine in the riverside area. It serves Japanese food for £20-25.,n,n,n,n,n,n,n,
"name[Zizzi], eatType[pub], near[The Sorrento]",Close to The Sorrento you will be able to find a pub called Zizzi,Zizzi is a pub near The Sorrento.,n,n,n,n,n,n,n,
"name[Cocum], eatType[pub], near[The Rice Boat]",Cocum is a pub located a few steps of The Rice Boat.,Cocum is a pub near The Rice Boat.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a French restaurant with prices above £30 in the riverside area near Raja Indian Cuisine. It isn't child friendly.,The Vaults is a French restaurant in the riverside area near Raja Indian Cuisine. It is not children friendly and costs more than £30.,n,n,n,n,n,n,n,
"name[Green Man], eatType[pub], customer rating[1 out of 5], near[All Bar One]","Rated 1 out of 5, Green Man pub is near All Bar One.",Green Man is a pub near All Bar One with a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Vaults is a children-friendly pub that serves French food and is found in the riverside area near Raja Indian Cuisine. The price range is more than £30.,The Vaults is a children friendly pub in the riverside area near Raja Indian Cuisine. It serves French food and has a price range of more than £30.,n,n,nn,n,n,n,n,
"name[Giraffe], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Children friendly pub Giraffe that serves French food can be found at riverside near Raja Indian Cuisine.,Giraffe is a family friendly pub located near Raja Indian Cuisine in the riverside area.,n,n,n,s,n,n,n,faltou French
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a pub providing Chinese food It is located in the city centre. It is near Rainbow Vegetarian Café.,Blue Spice is a pub providing Chinese food It is located in the city centre. It is near Rainbow Vegetarian Café.,n,n,n,n,n,n,s,pontuação
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]","For an child friendly, average pub serving fast food try The Mill, riverside near Café Sicilia","For an child friendly, average pub serving fast food try The Mill, riverside near Café Sicilia",n,n,n,n,n,n,s,riverside
"name[Cocum], eatType[coffee shop], near[The Rice Boat]",Cocum is a coffee shop located a few steps of The Rice Boat.,Cocum is a coffee shop located a few steps of The Rice Boat.,n,n,n,n,n,n,s,of
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Vaults is a French pub with a moderate price range, but isn't kid friendly, and it located near Raja Indian Cuisine on riverside.",The Vaults is a pub located near Raja Indian Cuisine in the riverside area. It is not kid friendly and serves French food at a moderate price range.,n,n,n,n,n,n,n,
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",There's a non family friendly Indian pub called The Waterman near Raja Indian Cuisine in the city center for less than £20.,The Waterman is a pub that serves Indian food in the city centre near the Raja Indian Cuisine. It is not family friendly and has a price range of less than £20.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Located near the city centre and Raja Indian Cuisine the Wildwood is a family friendly Indian pub.,Wildwood is a pub providing Indian food It is located in the city centre. It is near Raja Indian Cuisine.,n,n,n,s,n,n,s,faltou family friendly - pontuação
"name[Blue Spice], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The pub Blue Spice is based near Crowne Plaza Hotel and has a high customer rating of 5 out of 5.,Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Blue Spice is a pub that serves English cuisine. It is a kid friendly pub located on the riverside near the Rainbow Vegetarian Café.,Blue Spice is a family friendly pub near Rainbow Vegetarian Café in the riverside area. It serves English food.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Situated close to Raja Indian Cuisine is The Wrestlers, a Japanese style restaurant that serves dishes for under twenty pound.","Situated close to Raja Indian Cuisine is The Wrestlers, a Japanese style restaurant that serves dishes for under twenty pound.",n,n,n,s,n,n,s,pound  - faltou familyfriendly
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Vaults is a French pub with a moderate price range, but isn't kid friendly, and it located near Raja Indian Cuisine on riverside.",The Vaults is a French pub located in the riverside area near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a poorly-rated Italian pub in the city centre near Rainbow Vegetarian Café. It is cheap and family-friendly.,The Vaults is a family-friendly pub in the city centre near Rainbow Vegetarian Café. It serves Italian food for less than £20 and has a low customer rating.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], near[The Rice Boat]",Near The Rice Boat you can visit pub called Giraffe.,Giraffe is a pub located near The Rice Boat.,n,n,n,n,n,n,n,
"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]","In the city centre near Crowne Plaza Hotel, there is a cheap pub called The Phoenix. It is family-friendly and has a customer rating of three out of five.","In the city centre near Crowne Plaza Hotel, there is a cheap pub called The Phoenix. It is family-friendly and has a customer rating of three out of five.",n,n,n,n,n,n,n,cheap????
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]","A pub that is not kid friendly is located in the riverside area near Crowne Plaza Hotel. It is named The Phoenix,has French food and price range of£20-£30 and a high customer rating.","A pub that is not kid friendly is located in the riverside area near Crowne Plaza Hotel. It is named The Phoenix,has French food and price range of£20-£30 and a high customer rating.",n,s,n,n,n,n,n,20-25 --> 20-30
"name[Blue Spice], eatType[pub], customer rating[average], near[Crowne Plaza Hotel]",Crowne Plaza Hotel has a pub nearby with an average customer rating called Blue Spice.,Blue Spice is a pub near Crowne Plaza Hotel with an average customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",The Cricketers is a kid friendly restaurant that is located near Crowne Plaza Hotel. It has a 3 out of 5 customer rating.,The Cricketers is a kid friendly restaurant that is located near Crowne Plaza Hotel. It has a 3 out of 5 customer rating.,n,n,n,n,n,n,n,
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",There's a non family friendly Indian pub called The Waterman near Raja Indian Cuisine in the city center for less than £20.,There's a non family friendly Indian pub called The Waterman near Raja Indian Cuisine in the city center for less than £20.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[restaurant], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Blue Spice is a restaurant that serves English cuisine. It is a kid friendly restaurant located on the riverside near the Rainbow Vegetarian Café.,Blue Spice is a restaurant located near Rainbow Vegetarian Café. It is family friendly and serves English food.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is an average English restaurant located in city centre near All Bar One.,The Cricketers is a kid friendly restaurant located in the city centre near All Bar One. It serves English food and has a high customer rating. The price range is £20 - 25.,n,n,n,n,n,n,n,
"name[Green Man], eatType[restaurant], food[Japanese], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a family-friendly restaurant. They serve Japanese food and are located near Express by Holiday Inn in the city centre.,The Green Man is a Japanese restaurant in the city centre near Express by Holiday Inn. It is family-friendly.,n,n,n,n,n,n,n,
"name[Cocum], eatType[coffee shop], customer rating[low], near[Express by Holiday Inn]",Cocum is a coffee shop near Express by Holiday Inn with food at low prices.,Cotto is a coffee shop near the Express by Holiday Inn with a low customer rating.,n,s,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]",The Cricketers is a children friendly restaurant near Café Sicilia with a high customer rating.,The Cricketers is a child friendly restaurant near Café Sicilia with a high customer rating.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[coffee shop], area[city centre]",A coffee shop in the city centre area called Blue Spice.,Blue Spice is a coffee shop located in the city centre.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Vaults is a children-friendly pub that serves French food and is found in the riverside area near Raja Indian Cuisine. The price range is more than £30.,The Vaults is a pub that serves French food. It is located in the riverside area near Raja Indian Cuisine and is children friendly. The price range is more than £30.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",A restaurant that is kid friendly near Raja Indian Cuisine named The Wrestlers in the riverside area has a price range of more than £30 that serves Italian food.,A restaurant that is kid friendly near Raja Indian Cuisine named The Wrestlers in the riverside area has a price range of more than £30 that serves Italian food.,n,n,n,n,n,n,n,
"name[Clowns], eatType[pub], customer rating[3 out of 5], near[All Bar One]",Good customer score of 3 out of 5 Clowns pub is a recommended place to eat. Located near the All Bar One.,Clowns is a pub near All Bar One. It has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","At the riverside, nearby Raja Indian Cuisine, there is a child friendly restaurant called The Phoenix which serves fast food, for which you can expect to pay more than £30.",The Wrestlers is a fast food restaurant in the riverside area near Raja Indian Cuisine. It is children friendly and costs more than £30.,n,s,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Ranch]",The Cricketers is a one star coffee shop near the Ranch. It is not family friendly.,The Cricketers is a coffee shop near Ranch. It has a low customer rating and is not family friendly.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers serves Japanese food, and is situated near Raja Indian Cuisine, in the riverside area. It is a kid friendly pub with a price range of £20 - £25.",The Wrestlers is a kid friendly Japanese pub in the riverside area near Raja Indian Cuisine. It has a price range of £20 - 25.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]","The Cricketers, a highly rated coffee shop near Crowne Plaza Hotel, is not family-friendly.",The Cricketers is a coffee shop located near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not family-friendly.,n,n,n,n,n,n,n,
"name[The Plough], eatType[restaurant], food[Chinese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Plough is a Chinese restaurant and restaurant in the riverside area near Raja Indian Cuisine. It is family friendly and has cheap pricing.,The Plough is a Chinese restaurant in the riverside area near Raja Indian Cuisine. It is cheap and family friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is an average English restaurant located in city centre near All Bar One.,The Cricketers is an average English restaurant located in city centre near All Bar One.,n,n,n,n,n,s,s,THE city?
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Located in the city centre, The Vaults is near Raja Indian Cuisine. It is a pub that is family-friendly with cheap prices and low ratings.","Located in the city centre, The Vaults is near Raja Indian Cuisine. It is a pub that is family-friendly with cheap prices and low ratings.",n,n,n,n,n,n,n,
"name[Strada], eatType[pub], customer rating[1 out of 5], near[All Bar One]",The Strada is a pub near All Bar One that has a customer rating of 1 out of 5.,Strada is a pub near All Bar One with a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]","Close by Burger King, is Zizzi. An average rated coffee shop.","Close by Burger King, is Zizzi. An average rated coffee shop.",n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Vaults is a poorly-rated Italian pub in the city centre near Rainbow Vegetarian Café. It is cheap and family-friendly.,The Vaults is a poorly-rated Italian pub in the city centre near Rainbow Vegetarian Café. It is cheap and family-friendly.,n,n,n,n,n,n,n,
"name[Zizzi], eatType[coffee shop], area[riverside]",The Zizzi is a coffee shop along the river.,Zizzi is a coffee shop in the riverside area.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[pub], area[riverside]",A pub named Wildwood is located at the riverside.,Wildwood is a pub in the riverside area.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a pub providing Chinese food It is located in the city centre. It is near Rainbow Vegetarian Café.,Blue Spice is a pub that serves Chinese food in the city centre near Rainbow Vegetarian Café. It is kid friendly and is called Blue Spice.,n,n,n,s,n,n,s,repetição de contexto
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",The Green Man is a family friendly pub near Express by Holiday Inn in the riverside area with Japanese food.,Green Man is a pub that serves Japanese food in the riverside area near Express by Holiday Inn. It is children friendly.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly restaurant on the riverside near the Raja Indian Cuisine offering Indian food.,"The Indian restaurant, The Wrestlers, is located in the riverside area near Raja Indian Cuisine. It is also kid friendly.",n,s,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[high], familyFriendly[yes], near[Express by Holiday Inn]",A kid friendly coffee shop is located near Express by Holiday Inn. It's called The Cricketers and is highly rated.,The Cricketers is a children friendly coffee shop near Express by Holiday Inn. It has a high customer rating.,n,n,n,s,n,n,n,contexto não verbalizado(near)
"name[Green Man], eatType[coffee shop], customer rating[3 out of 5], near[All Bar One]","If you're looking for a great place to eat, try Green Man, a coffee shop near All Bar One with a customer rating of 3 out of 5 stars.","If you're looking for a great place to eat, try Green Man, a coffee shop near All Bar One with a customer rating of 3 out of 5 stars.",n,n,n,n,n,n,n,
"name[Cotto], eatType[pub], near[The Bakers]",next to The Bakers resides a pub by the name of Cotto.,Cotto is a pub near The Portland Arms.,n,s,n,n,n,n,n,
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]","An English pub called Blue Spice is situated near Rainbow Vegetarian Café at Riverside. However, not suitable for families.",Blue Spice is a pub located in the riverside area near Rainbow Vegetarian Café. It serves English food and is not family-friendly.,n,n,n,n,n,n,n,
